id,amount,merchant,description,category,region,date
EXP005905,119.65,Kroger #5022,DELI AUTO-PAY,groceries,IL,2025-10-13
EXP002569,4.43,Taxi Co,TOLL,transport,TX,2025-02-26
EXP003206,7.61,AMZN MKTP US Netflix #8055,MONTHLY SUBSCRIPTION DEBIT,entertainment,NJ,2025-07-12
EXP004316,1448.47,Google Play #854,DEVICE,technology,FL,2025-08-17
EXP006113,113.6,AT&T #6091,BILL PAYMENT,utilities,IL,2024-11-13
EXP001402,195.31,Amazon,ONLINE ORDER,shopping,TX,2025-09-03
EXP003993,16.46,Netflix,STREAMING,entertainment,CA,2024-12-15
EXP007630,113.36,CVS Pharmacy,HEALTHCARE SERVICE POS,healthcare,WA,2025-08-24
EXP007294,420.98,CVS Pharmacy #6323,CLINIC,healthcare,FL,2025-06-30
EXP003908,14.82,Disney+ #5588,FEE DEBIT,entertainment,TX,2025-07-25
EXP000119,21.51,McDonalds,MEAL,food,NJ,2024-12-05
EXP002966,68.63,POS Exxon #5219,POS PURCHASE,transport,IL,2025-07-15
EXP002002,20.31,BP,TRIP AUTO-PAY,transport,IL,2024-11-14
EXP000202,15.23,McDonald'sN Y,APP PURCHASE,food,FL,2024-11-20
EXP004928,1695.79,Google Play #7004,DEVICE,technology,NY,2024-12-30
EXP007038,215.35,Walgreens #5379,PHARMACY,healthcare,TX,2025-09-16
EXP006117,327.53,DTE Energy #3176,DTE CHARGE,utilities,CA,2025-05-16
EXP007375,69.92,Health Clinic,PRESCRIPTION,healthcare,CA,2025-04-29
EXP007535,285.33,CVS Pharmacy,HEALTHCARE SERVICE,healthcare,TX,2025-06-28
EXP005551,155.72,AMZN MKTP US Whole Foods #2064,AMZN CHARGE,groceries,NY,2025-10-15
EXP002741,75.36,DEBIT Taxi Co,DEBIT PURCHASE,transport,NY,2025-04-27
EXP007974,17.29,CREDIT CVS Pharmacy,PHARMACY DEBIT,healthcare,FL,2025-10-19
EXP001403,476.51,eBay #2027,ORDER,shopping,NY,2025-08-22
EXP000595,37.94,McDonalds,MOBILE ORDER,food,MA,2025-10-06
EXP005870,32.49,CREDIT Whole Foods CA,GROCERY,groceries,NY,2025-03-13
EXP006781,127.29,ACH Verizon #1945,SERVICE CHARGE,utilities,WA,2025-07-08
EXP006489,185.88,Verizon #o883,SERVICE CHARGE,utilities,MA,2025-10-08
EXP007491,364.62,ACH Walgreens NY,HEALTHCARE SERVICE,healthcare,NJ,2025-10-06
EXP006147,24.25,PG&E #6221,BILL PAYMENT,utilities,WA,2025-01-31
EXP002442,49.59,Shellc9#945,TOLL DEBIT,transport,FL,2025-08-02
EXP007204,23.3,ONLINE Health Clinic CA,ONLINE CHARGE,healthcare,NJ,2024-12-25
EXP007784,93.69,Health Clinic #7178,HEALTHCARE SERVICE,healthcare,NY,2025-07-26
EXP002844,37.13,BP #3509,FUEL CHARGE,transport,NJ,2024-12-31
EXP006358,213.98,Verizon TX,SERVICE CHARGE,utilities,NY,2025-10-30
EXP006443,202.84,Verizon #7774,Verizon CHARGE,utilities,TX,2025-02-24
EXP003403,15.32,Spotify,STREAMING POS,entertainment,MA,2025-03-17
EXP004832,1900.12,Samsung MA,ELECTRONICS,technology,NY,2025-01-05
EXP002236,65.3,Taxi Co,RIDE,transport,NY,2024-11-15
EXP005988,204.28,Kroger #8997,Kroger CHARGE,groceries,NY,2025-01-06
EXP005402,185.41,Kroger NJ,DELI,groceries,TX,2024-12-12
EXP003618,9.5,Netflix 235,SUBSCRIPTION,entertainment,TX,2025-06-18
EXP004025,1152.87,Microsoft Store 3LTDFN,SOFTWARE,technology,FL,2025-11-01
EXP003413,17.09,ONLINE YouTube Premium,ONLINE CHARGE,entertainment,WA,2025-01-22
EXP005614,96.64,Whole Foods,SUPERMARKET,groceries,TX,2025-08-15
EXP004921,998.16,Samsung #6154,APP PURCHASE,technology,TX,2025-01-02
EXP006268,63.51,AT&T,BILL PAYMENT DEBIT,utilities,TX,2025-06-15
EXP005529,171.09,Aldi 3O3NKF,DELI,groceries,CA,2025-03-30
EXP000930,53.69,Burger King,INSTORE AUTO-PAY,food,WA,2025-10-09
EXP003672,9.93,Netflix,Netflix CHARGE,entertainment,IL,2025-06-26
EXP005253,95.21,Whole Foods #269,GROCERY ONLINE,groceries,FL,2025-07-11
EXP001095,409.7,Best Buy #399,RETAIL,shopping,IL,2024-11-09
EXP003740,6.44,Netflix TX,SUBSCRIPTION,entertainment,NY,2025-05-07
EXP007567,337.77,ACH CVS Pharmacy PTA92,PHARMACY DEBIT,healthcare,IL,2025-02-08
EXP003544,15.62,AMZN MKTP US Spotify #7865,STREAMING,entertainment,CA,2025-09-27
EXP006854,311.76,Verizon #5698,UTILITY BILL AUTO-PAY,utilities,NY,2025-06-09
EXP005202,154.3,Kroger,GROCERY,groceries,WA,2024-12-15
EXP004198,824.11,Dell #8812,SOFTWARE,technology,NJ,2025-07-16
EXP001365,473.2,Best Buy,ORDER,shopping,CA,2025-06-10
EXP002298,71.31,Taxi Co,FUEL CHARGE,transport,CA,2025-09-04
EXP002134,46.44,Exxon #3208,RIDE ONLINE,transport,NY,2025-05-28
EXP006057,278.45,DEBIT PG&E #7003,SERVICE CHARGE,utilities,MA,2025-05-10
EXP006177,329.01,ACH DTE Energy #8106,SERVICE CHARGE,utilities,NJ,2025-06-22
EXP000100,59.98,Burger King HE2ATN,Burger CHARGE,food,NJ,2025-02-05
EXP007004,28.52,Rite Aid #1507,PRESCRIPTION ONLINE,healthcare,MA,2025-06-11
EXP002672,65.09,Taxi Co #5212,GASOLINE,transport,NJ,2025-02-28
EXP005689,13.2,Aldi #2747,FRESH,groceries,MA,2025-05-11
EXP002639,31.8,Uber #4545,GASOLINE ONLINE,transport,FL,2025-06-23
EXP003865,19.09,YouTube Premium #667,SUBSCRIPTION ONLINE,entertainment,IL,2025-03-06
EXP005297,215.33,Aldi #2213,Aldi CHARGE,groceries,NY,2025-02-14
EXP005257,200.46,Kroger,GROCERY,groceries,MA,2025-01-20
EXP007983,262.48,Rite Aid,Rite CHARGE,healthcare,TX,2025-04-14
EXP003026,13.44,Netflix #892,FEE,entertainment,MA,2024-11-13
EXP004351,1971.65,Samsung #1519,DEVICE,technology,NJ,2024-12-12
EXP002872,22.12,Taxi Co #9520,FUEL CHARGE POS,transport,IL,2025-08-14
EXP001634,189.72,AMZAON.CMO*3204a#8566,ORDER,shopping,NJ,2025-03-31
EXP007415,472.54,CVS Pharmacy,HEALTHCARE SERVICE,healthcare,FL,2025-03-06
EXP007074,478.35,Rite Aid AJV87N,CLINIC,healthcare,MA,2025-07-06
EXP002137,45.72,DEBIT Uber,FUEL CHARGE,transport,TX,2025-05-20
EXP004893,152.52,Samsung #5460,Samsung PURCHASE,technology,IL,2025-02-18
EXP002641,86.27,Exxon,TOLL POS,transport,WA,2025-10-19
EXP000140,34.53,FC,POS PURCHASE DEBIT,food,MA,2025-09-10
EXP000265,31.43,McDonalds #6628,INSTORE POS,food,WA,2025-09-03
EXP003407,9.44,POS Disney+,STREAMING,entertainment,CA,2025-08-08
EXP006129,135.8,ONLINE AT&T,UTILITY BILL,utilities,WA,2025-02-04
EXP006101,366.5,ACH PG&E #6981,SERVICE CHARGE,utilities,FL,2025-09-11
EXP001998,498.09,AMZN.COM/BILL8488 MA,MKTPLACE,shopping,WA,2025-07-27
EXP007722,316.41,Health Clinic #5609,HEALTHCARE SERVICE,healthcare,TX,2025-07-31
EXP005922,186.22,POS Trader Joe's CA,GROCERY,groceries,MA,2025-07-19
EXP001554,338.31,Amazon #4604,WEB PURCHASE,shopping,FL,2025-06-16
EXP005065,20.32,Kroger q2273,INSTORE,groceries,MA,2025-05-08
EXP003750,5.04,Spotify #8217,SUBSCRIPTION AUTO-PAY,entertainment,IL,2024-12-22
EXP004690,721.34,Samsung,ELECTRONICS,technology,WA,2025-02-22
EXP007065,491.98,Walgreens B4H8Y2,HEALTHCARE SERVICE AUTO-PAY,healthcare,WA,2025-08-21
EXP002451,92.55,Lyft #4690,TRIP,transport,IL,2024-12-19
EXP004028,883.95,Microsoft Store K2D2Z9,SOFTWARE,technology,NY,2025-01-28
EXP005877,27.37,Safeway #5874,FRESH,groceries,NJ,2024-11-07
EXP005439,150.45,POS Whole Foods 53CZJY,INSTORE,groceries,CA,2025-04-20
EXP003541,5.9,DEBIT Disney+ #1228,FEE ONLINE,entertainment,WA,2025-09-23
EXP002042,59.97,Lyft #7914,FUEL CHARGE,transport,NY,2025-05-29
EXP004643,507.53,Samsung #4605,ELECTRONICS,technology,NY,2025-10-11
EXP005388,108.71,Trader Joe's #303,Trader PURCHASE,groceries,NY,2025-02-11
EXP002849,75.43,Shell #456,TRIP AUTO-PAY,transport,IL,2025-10-03
EXP000161,15.66,Burgtr King #449,MEAL,food,CA,2025-09-10
EXP006812,331.18,CREDIT AT&T #6280,AUTOPAY AUTO-PAY,utilities,NJ,2025-05-21
EXP006413,126.37,Verizon #5246,UTILITY BILL,utilities,MA,2025-04-02
EXP005111,52.89,Skfeway #3678,SUPERMARKET,groceries,TX,2025-04-21
EXP002012,81.25,Taxi Co #6739,FUEL CHARGE DEBIT,transport,MA,2025-07-07
EXP005392,189.84,Trader Joe's,SUPERMARKET POS,groceries,WA,2024-12-23
EXP005286,123.43,Whole Foods,INSTORE ONLINE,groceries,MA,2025-07-03
EXP002746,43.12,Shell NJ,GASOLINE,transport,FL,2025-10-14
EXP001171,228.91,AMAZON WA,MKTPLACE,shopping,NJ,2025-03-04
EXP000396,44.92,Subway #4117,Subway PURCHASE,food,CA,2025-02-19
EXP003744,5.26,Disney+ #5620,SUBSCRIPTION,entertainment,NY,2025-06-06
EXP007809,223.09,CVS Pharmacy #27,PRESCRIPTION ONLINE,healthcare,TX,2025-10-12
EXP007155,303.25,Rite Aid #6015,PHARMACY ONLINE,healthcare,MA,2025-08-27
EXP002418,15.32,AC HUbe rMA,FUEL CHARGE,transport,MA,2025-01-19
EXP006424,50.37,PG&E #4317,SERVICE CHARGE,utilities,MA,2025-04-03
EXP002759,40.39,BP #6990,GASOLINE,transport,NJ,2025-02-15
EXP006204,335.87,CREDIT Verizon IL,AUTOPAY,utilities,TX,2025-05-02
EXP001784,175.35,Target #6343,Target CHARGE,shopping,TX,2024-12-18
EXP002896,31.19,Uber #4318,RIDE DEBIT,transport,CA,2025-02-26
EXP004801,1000.97,Google Play,ELECTRONICS,technology,WA,2025-02-10
EXP000327,28.91,POS Subway,POS PURCHASE,food,CA,2025-10-30
EXP006863,155.77,ACH PG&E,SERVICE CHARGE ONLINE,utilities,WA,2025-05-18
EXP006126,98.81,DTE Energy #8594,SERVICE CHARGE,utilities,MA,2025-03-01
EXP002943,18.52,Uber #5959,TOLL ONLINE,transport,TX,2024-11-06
EXP002176,48.58,AMZN MKTP US Lyft,RIDE,transport,NJ,2024-12-30
EXP006092,315.71,DTE Energy #8849,DTE PURCHASE,utilities,IL,2025-03-20
EXP007264,360.7,ONLINE Rite Aid,PRESCRIPTION,healthcare,MA,2025-06-11
EXP002027,57.22,Lyft NY,RIDE,transport,IL,2025-07-29
EXP002079,49.62,Taxi Co #6112,GASOLINE,transport,MA,2025-10-09
EXP002068,36.2,POS Uber #9663,TRIP,transport,NJ,2025-09-02
EXP002386,43.47,Taxi Co,TRIP,transport,FL,2025-04-29
EXP000558,13.08,Dominos MA,MEAL,food,TX,2025-01-13
EXP000150,45.08,KFC #5630,COFFEE,food,TX,2025-01-23
EXP006770,92.96,ONLINE PG&E,SERVICE CHARGE POS,utilities,NJ,2025-04-02
EXP001434,234.65,Amazon #5079,ONLINE ORDER,shopping,NY,2025-08-11
EXP003313,8.48,Disney+,SUBSCRIPTION,entertainment,FL,2025-02-18
EXP002207,84.63,ACH Lyft,GASOLINE AUTO-PAY,transport,WA,2025-09-26
EXP001153,498.86,ACH Best Buy,ACH PURCHASE,shopping,NJ,2025-08-27
EXP004022,1378.42,AMZN MKTP US Dell,APP PURCHASE,technology,CA,2025-04-06
EXP000310,20.76,Subway,COFFEE,food,CA,2025-07-30
EXP001322,228.63,Amazon #8366,ONLINE ORDER,shopping,NJ,2025-06-27
EXP005320,141.66,Trader Joe's #9333,DELI,groceries,CA,2025-02-16
EXP004744,1714.08,Dell,Dell CHARGE,technology,WA,2025-05-06
EXP006458,175.07,DEBIT Verizon #9355,AUTOPAY AUTO-PAY,utilities,NY,2025-10-22
EXP002495,5.25,Exxon #2825,FUEL CHARGE,transport,CA,2024-11-20
EXP001069,240.18,Target #4300,RETAIL ONLINE,shopping,FL,2025-03-16
EXP007890,85.51,Health Clinic XXA338,PHARMACY,healthcare,IL,2025-03-05
EXP001755,25.74,WLAMART #7390,MKTPLACE,shopping,TX,2025-10-14
EXP000734,5.68,KFC #5056,KFC CHARGE,food,MA,2025-05-04
EXP005991,144.47,Aldi #7895,Aldi CHARGE,groceries,NY,2025-01-06
EXP000134,16.48,ACH Subway #5817,MEAL AUTO-PAY,food,FL,2025-06-01
EXP004968,675.46,Samsung #129,SOFTWARE,technology,TX,2025-02-12
EXP005318,55.48,Aldi#60t6,FRESH,groceries,TX,2025-08-13
EXP002105,56.62,cCH Shell WA,cCH PURCHASE,transport,IL,2025-03-10
EXP004696,155.1,Apple Store #4880,APP PURCHASE,technology,CA,2025-10-03
EXP002624,45.22,BP,FUEL CHARGE,transport,MA,2025-04-22
EXP006752,355.03,Verizon #6450,UTILITY BILL,utilities,FL,2025-04-02
EXP006142,151.88,Verizon,AUTOPAY,utilities,CA,2024-11-16
EXP004224,1292.82,Dell #3014,SOFTWARE,technology,IL,2025-06-08
EXP006153,188.2,Verizon #4637,UTILITY BILL,utilities,MA,2025-01-11
EXP006956,143.4,AMZN MKTP US DTE Energy #1345,AMZN PURCHASE,utilities,MA,2025-04-15
EXP003523,17.01,Netflix,SUBSCRIPTION,entertainment,IL,2025-10-03
EXP003292,18.68,Disney+ #3836,MONTHLY SUBSCRIPTION,entertainment,TX,2025-10-18
EXP001809,435.09,eBay,WEB PURCHASE POS,shopping,NY,2025-02-12
EXP001452,295.25,eBay,eBay PURCHASE,shopping,NY,2025-05-31
EXP001797,56.48,eBay #9493,ORDER,shopping,NJ,2025-01-20
EXP003819,19.26,YouTube Premium TX,SUBSCRIPTION,entertainment,TX,2025-08-12
EXP006468,104.89,AT&T,AUTOPAY,utilities,IL,2025-10-18
EXP003042,13.62,YouTube Premium,YouTube PURCHASE,entertainment,FL,2024-11-11
EXP004517,940.42,Samsung,APP PURCHASE,technology,MA,2025-01-01
EXP000118,56.2,McDonald's #2262,MOBILE ORDER,food,NY,2025-04-12
EXP003905,7.09,Disney+,FEE,entertainment,NY,2024-11-26
EXP000032,17.4,Subway #8986,MOBILE ORDER,food,FL,2024-12-10
EXP000742,41.29,ONLINE Dominos #3700,MOBILE ORDER,food,WA,2025-02-02
EXP003817,16.26,AMZN MKTP US Netflix #1616,FEE,entertainment,FL,2024-11-14
EXP001033,200.53,CREDIT AMAZON.COM*2077,RETAIL,shopping,NJ,2024-12-09
EXP004851,1110.66,Microsoft Store,SOFTWARE,technology,NY,2025-04-20
EXP006008,137.21,PG&E #361,AUTOPAY,utilities,TX,2025-03-30
EXP006782,159.88,Verizon TX,Verizon PURCHASE,utilities,IL,2024-12-23
EXP001020,351.81,eBay #4707,ONLINE ORDER,shopping,WA,2025-05-06
EXP004122,1066.72,Dell #4198,ELECTRONICS,technology,NJ,2025-09-05
EXP006742,176.66,Verizon #9702,UTILITY BILL AUTO-PAY,utilities,MA,2024-12-03
EXP002278,6.69,BP #8500,GASOLINE,transport,TX,2025-09-08
EXP005822,200.34,Aldi,FRESH,groceries,CA,2025-01-26
EXP002474,37.88,Shell TX,TOLL ONLINE,transport,NY,2025-04-17
EXP003020,19.81,DEBIT Disney+ #1427,STREAMING POS,entertainment,MA,2025-03-23
EXP001843,65.47,carget #7273,ORDER,shopping,WA,2024-11-04
EXP005563,62.5,ACH Kroger,GROCERY,groceries,WA,2025-07-10
EXP001170,168.64,Target #8238,ORDER,shopping,IL,2025-03-09
EXP005194,182.07,Whole Foods IL,Whole PURCHASE,groceries,IL,2024-11-14
EXP006141,225.85,DEBIT DTE Energy NY,DEBIT PURCHASE,utilities,NJ,2025-04-09
EXP007839,304.79,DEBIT Rite Aid CA,DEBIT PURCHASE,healthcare,TX,2025-07-29
EXP000690,56.52,CREDIT Dominos,APP PURCHASE,food,MA,2025-04-24
EXP007021,349.71,CVS Pharmacy,CVS PURCHASE,healthcare,MA,2025-04-07
EXP004888,1602.91,Dell CA,DEVICE,technology,MA,2025-05-19
EXP007239,343.48,CS Pahrmacy #6489,HEALTHCARE SERVICE,healthcare,WA,2025-06-25
EXP003089,8.53,Netflix #296,FEE,entertainment,NY,2025-04-22
EXP006313,56.36,Verizon,BILL PAYMENT,utilities,MA,2025-07-03
EXP002029,5.1,POS Taxi Co NY,POS CHARGE,transport,IL,2025-02-21
EXP001277,90.81,AMZN MKTP US*7085 NY,AMZN PURCHASE,shopping,TX,2025-05-07
EXP002472,90.2,Uber #5772,TOLL POS,transport,CA,2025-03-23
EXP003919,12.3,YouTube Premium,SUBSCRIPTION,entertainment,WA,2025-08-31
EXP006382,136.22,DEBIT Verizon 112XAH,AUTOPAY,utilities,MA,2025-08-05
EXP005759,88.73,Trader Joe's,FRESH,groceries,IL,2025-04-05
EXP000051,32.09,Dominos #5163,POS PURCHASE,food,NY,2024-11-30
EXP004529,569.66,CREDIT7Google Play,DEVICE,technology,NJ,2025-03-07
EXP003561,13.98,Disney+,SUBSCRIPTION,entertainment,TX,2025-02-08
EXP005814,184.82,CAH Trader Jd's #381,SUPERMARKET POS,groceries,TX,2025-03-28
EXP005805,41.13,Aldi #62,SUPERMARKET,groceries,CA,2024-12-03
EXP005862,227.18,Kroger #6375,DELI AUTO-PAY,groceries,NJ,2025-04-15
EXP003766,19.77,Disney+ #5569,STREAMING,entertainment,NJ,2025-03-26
EXP003420,17.46,POS Disne+y,STREAMING,entertainment,MA,2025-03-13
EXP006303,206.26,Verizon #5922,SERVICE CHARGE ONLINE,utilities,MA,2025-07-07
EXP001772,187.0,eBay #6586,ORDER,shopping,CA,2025-08-20
EXP001186,269.26,Best Buy,MKTPLACE,shopping,TX,2024-12-23
EXP004603,1163.01,Samsung IL,ELECTRONICS,technology,WA,2025-07-10
EXP006198,157.38,PG&E,SERVICE CHARGE,utilities,NJ,2025-01-23
EXP005825,175.22,Safeway #1467,FRESH,groceries,NY,2024-11-30
EXP006420,160.12,CREDIT Verizon TX,BILL PAYMENT,utilities,TX,2024-11-09
EXP002243,91.4,Shell #1743,Shell PURCHASE,transport,NJ,2025-02-25
EXP005906,123.24,Saeway TX,SUPERMARKET,groceries,NJ,2025-10-12
EXP005330,60.58,CREDIT Trader Joe's #2499,FRESH,groceries,NY,2025-07-02
EXP001435,430.79,eBay #1963,RETAIL,shopping,FL,2024-12-27
EXP001202,255.48,Traget #5471,ORDER,shopping,TX,2025-01-20
EXP006196,327.15,DTE Energy #1561,AUTOPAY,utilities,WA,2025-04-21
EXP004471,472.06,oogle Play #6448,SOFTWARE,technology,IL,2025-07-13
EXP006490,204.0,Verizon IL,AUTOPAY,utilities,FL,2024-12-28
EXP001688,284.33,Walmart #8750,ONLINE ORDER,shopping,MA,2025-04-21
EXP004234,1424.73,Microsoft Store #9835,DEVICE,technology,WA,2025-10-22
EXP006684,110.55,Comcast #7614,AUTOPAY POS,utilities,NJ,2025-07-31
EXP004297,263.25,wREDIT Google Play #1178,SOFTWARE,technology,FL,2025-05-23
EXP001618,178.01,Target,WEB PURCHASE,shopping,NY,2024-11-21
EXP002803,9.5,Exon,FUEL CHARGE,transport,IL,2025-07-14
EXP004616,23.14,Google lPay,ELECTRONICS,technology,IL,2025-01-07
EXP000529,18.22,CREDIT Dominos #572,INSTORE,food,NJ,2024-12-13
EXP001615,348.5,Target 42GFAU,ONLINE ORDER,shopping,IL,2025-09-05
EXP006343,191.94,PG&E,AUTOPAY,utilities,CA,2025-08-16
EXP005455,209.11,ACH Kroger #3471,DELI DEBIT,groceries,FL,2025-10-20
EXP004264,660.46,Samsung #8235,SOFTWARE,technology,TX,2025-02-22
EXP006412,135.68,Verizon #8573,BILL PAYMENT DEBIT,utilities,MA,2025-04-15
EXP001760,464.92,Best Buy,WEB PURCHASE,shopping,NY,2025-07-30
EXP005220,119.25,Trader Joe's CA,Trader PURCHASE,groceries,NJ,2025-08-13
EXP000978,28.23,McDonalds,INSTORE,food,IL,2025-05-28
EXP006966,90.69,Comcast #9451,BILL PAYMENT,utilities,TX,2025-10-28
EXP001009,208.91,eBay,RETAIL,shopping,TX,2025-09-11
EXP002885,17.36,Exxon,GASOLINE,transport,WA,2024-11-02
EXP001614,397.93,Walmart #8881,MKTPLACE,shopping,FL,2024-12-10
EXP004486,1918.49,ACH Apple Store #9305,ELECTRONICS POS,technology,NJ,2025-02-13
EXP007162,215.39,CVS Pharmacy WA,CVS CHARGE,healthcare,MA,2025-03-11
EXP003129,13.86,Spotify,MONTHLY SUBSCRIPTION,entertainment,FL,2025-07-25
EXP007849,80.93,POS Walgreens #8198,POS PURCHASE,healthcare,WA,2025-04-13
EXP004428,368.09,DEBIT Apple Storec#866,SOFTWARE,technology,CA,2025-06-03
EXP006399,183.98,POS AT&T CA,SERVICE CHARGE,utilities,CA,2025-08-12
EXP005900,215.53,Kroger,Kroger CHARGE,groceries,CA,2025-10-23
EXP005053,167.98,Safeway TX,SUPERMARKET,groceries,MA,2025-01-03
EXP000821,11.69,McDonald's #7981,MEAL,food,NY,2025-05-05
EXP000929,44.63,POS Dominos #9084,INSTORE DEBIT,food,MA,2025-06-26
EXP000113,34.75,Dominos,POS PURCHASE,food,NJ,2025-02-05
EXP004519,1329.49,ONLINE Dell #1890,APP PURCHASE,technology,CA,2025-02-08
EXP004559,1324.21,DEBIT Microsoft Store #4976,SOFTWARE,technology,MA,2024-12-21
EXP000151,27.2,McDonald's,MEAL DEBIT,food,NY,2024-11-06
EXP007896,108.62,Walgreens #5663,HEALTHCARE SERVICE,healthcare,IL,2025-01-20
EXP000837,5.63,MCD IL,COFFEE ONLINE,food,FL,2025-01-15
EXP006857,284.82,Verizon,BILL PAYMENT,utilities,MA,2025-09-22
EXP002379,25.16,Shell,TOLL DEBIT,transport,CA,2025-05-16
EXP002949,52.22,ACH Lyft #6064,RIDE,transport,CA,2025-02-04
EXP002990,60.62,BP #8763,TRIP,transport,IL,2025-03-27
EXP007312,413.42,ACH Rite Aid #9287,ACH PURCHASE,healthcare,WA,2025-09-26
EXP006873,357.48,DTE Energy CA,UTILITY BILL AUTO-PAY,utilities,IL,2025-07-08
EXP006017,83.9,Verizon TX,BILL PAYMENT,utilities,MA,2025-06-23
EXP000677,54.69,Starucks MA,MEAL,food,FL,2025-04-20
EXP007518,213.49,Rite Aid,PRESCRIPTION,healthcare,NJ,2025-09-02
EXP006234,324.87,CREDIT DTE Energy,AUTOPAY,utilities,FL,2025-03-01
EXP003759,12.44,ACH Spotify,STREAMING,entertainment,IL,2025-03-19
EXP005731,44.55,Safeway WA,INSTORE,groceries,MA,2025-09-17
EXP007642,20.01,CVS Pharmacy #5673,PHARMACY,healthcare,TX,2024-12-31
EXP007654,427.37,CVS Pharmacy,HEALTHCARE SERVICE AUTO-PAY,healthcare,FL,2025-07-02
EXP000984,24.13,Dominos MA,Dominos PURCHASE,food,TX,2025-09-19
EXP003031,10.39,Spotify #186,FEE,entertainment,IL,2025-03-03
EXP000075,4.01,CREDIT McDonalds,APP PURCHASE,food,IL,2025-10-18
EXP006457,374.84,Verizon,Verizon CHARGE,utilities,NJ,2025-03-31
EXP002251,97.74,Shll,FUEL CHARGE,transport,WA,2025-01-11
EXP006825,119.94,Verizon #9912,BILL PAYMENT,utilities,FL,2024-12-09
EXP003240,14.39,Disney+,Disney+ PURCHASE,entertainment,NY,2024-12-05
EXP000045,39.18,KFC GIGATJ,APP PURCHASE,food,NJ,2025-09-10
EXP000308,15.47,KFC,POS PURCHASE,food,WA,2025-04-14
EXP000548,2.83,Dominos #7195,MEAL ONLINE,food,FL,2025-09-06
EXP005995,81.94,Kroger,INSTORE,groceries,IL,2024-12-18
EXP002205,22.04,ACH Exxon,ACH PURCHASE,transport,WA,2024-12-29
EXP003589,10.79,POS Disney+ NJ,POS PURCHASE,entertainment,MA,2025-08-23
EXP001154,188.42,CREDIT Amazon #8506,MKTPLACE,shopping,NJ,2025-01-06
EXP005954,215.6,ONLINE Safeway #1484,FRESH,groceries,WA,2025-02-15
EXP003316,5.81,ONLINE Spotify #1907,STREAMING,entertainment,NJ,2024-11-12
EXP001748,275.32,eBay,RETAIL,shopping,IL,2025-07-04
EXP007931,220.34,CVS Pharmacy,CLINIC,healthcare,WA,2025-04-26
EXP006555,361.33,DTE Energy #9883,BILL PAYMENT POS,utilities,IL,2025-02-25
EXP004117,1676.13,Dell,ELECTRONICS DEBIT,technology,CA,2024-11-08
EXP003595,14.46,Disney+ #7757,Disney+ PURCHASE,entertainment,IL,2025-01-04
EXP004387,191.95,Dell #4724,APP PURCHASE,technology,IL,2025-04-27
EXP003166,7.89,YouTube Premium WA,YouTube PURCHASE,entertainment,NJ,2025-08-02
EXP000290,41.79,McDonalds #1047,APP PURCHASE,food,TX,2024-12-23
EXP005343,223.52,Kroger,Kroger PURCHASE,groceries,TX,2025-06-22
EXP004273,1529.64,ACH Microsoft Store #851,SOFTWARE,technology,NY,2025-06-06
EXP003184,7.76,ONLINE YouTube Premium #3078,MONTHLY SUBSCRIPTION,entertainment,NY,2025-08-05
EXP007583,312.98,ACH Health Clinic #4068,PHARMACY,healthcare,NJ,2025-09-03
EXP002136,10.28,Shell NY,RIDE,transport,NJ,2025-03-08
EXP004822,963.88,Google Play,DEVICE,technology,NJ,2025-08-03
EXP000262,27.74,ONLINE KFC,APP PURCHASE DEBIT,food,FL,2024-11-30
EXP002172,8.21,Exxon #2235,Exxon CHARGE,transport,WA,2025-03-02
EXP000618,19.06,Dominos,INSTORE,food,NY,2025-09-14
EXP007277,95.11,CVS Pharmacy #8892,CVS PURCHASE,healthcare,CA,2025-04-03
EXP007520,38.43,Walgreens #5021,PRESCRIPTION,healthcare,NJ,2025-09-09
EXP003663,6.07,POS YouTube Premium IL,SUBSCRIPTION AUTO-PAY,entertainment,TX,2024-11-18
EXP000058,28.01,DEBIT Subway #2539,DEBIT PURCHASE,food,IL,2025-10-18
EXP004988,31.68,Dell MA,Dell CHARGE,technology,TX,2025-06-03
EXP001961,248.08,ONLINE Best Buy KHTAB9,RETAIL,shopping,NY,2025-04-29
EXP002579,13.87,Exxsn #6612,FUEL CHARGE DEBIT,transport,MA,2024-11-03
EXP003613,17.2,Disney+,SUBSCRIPTION,entertainment,WA,2025-03-09
EXP002505,80.94,Lyft MA,TOLL DEBIT,transport,MA,2025-08-23
EXP005779,223.25,Aldi 9L0F5Q,FRESH,groceries,MA,2025-02-14
EXP004660,140.35,CREDIT Samsung,CREDIT CHARGE,technology,FL,2025-08-17
EXP005776,10.97,Trader Joe's FL,INSTORE,groceries,NY,2025-03-15
EXP005434,216.53,POS Trader Joe's #2412,GROCERY,groceries,NY,2025-07-15
EXP001123,202.55,WMART,ONLINE ORDER,shopping,TX,2025-05-20
EXP004204,1550.57,Google Play #632,SOFTWARE,technology,IL,2025-07-24
EXP001104,492.76,almatr,almatr PURCHASE,shopping,WA,2025-06-24
EXP007391,88.22,Health Clinic #5998,CLINIC,healthcare,NY,2025-07-15
EXP006440,66.79,AT&T #5757,SERVICE CHARGE ONLINE,utilities,WA,2025-01-22
EXP002553,17.9,Uber #498,TOLL,transport,NY,2025-06-24
EXP003910,14.64,DEBIT Netflix #6491,MONTHLY SUBSCRIPTION AUTO-PAY,entertainment,MA,2025-10-24
